order_id,order_date,year,quarter,month_name,day_name,customer_id,customer_name,age,age_group,gender,region,city,product_category,product_name,quantity,unit_price,discount_pct,discount_group,sales_amount,profit_margin,profit,shipping_cost,payment_method,customer_satisfaction,return_flag,order_status,days_to_ship
ORD-01598,14/12/2021,2021,Q4,December,Tuesday,CUST10754,Priya Singh,48,Adult,Other,North,Delhi,Electronics,Camera,7,52086.42,0,No Discount,273692,15%,39729.58,59.26,Debit Card,5,TRUE,Returned,3
ORD-01100,05/11/2021,2021,Q4,November,Friday,CUST70498,Arjun Mishra,23,Young Adult,Female,East,Bhubaneswar,Groceries,Dal (1kg),5,176.3,0.32,Very High,725.63,8%,60.81,108.31,EMI,2,FALSE,Shipped,3
ORD-02084,07/07/2022,2022,Q3,July,Thursday,CUST67930,Ritu Das,42,Adult,Male,West,Surat,Furniture,Bed Frame,6,4221.96,0.25,High,27887.17,41%,11561.41,56.54,Net Banking,2,FALSE,Delivered,5
ORD-02407,11/06/2022,2022,Q2,June,Saturday,CUST82035,Deepa Bhat,66,Senior,Male,West,Surat,Electronics,Tablet,4,23321.4,0.36,Very High,50337.85,18%,8865.89,72.32,Debit Card,1,TRUE,Returned,7
ORD-01459,22/10/2021,2021,Q4,October,Friday,CUST85012,Nikhil Joshi,3,Child & Teen,Other,West,Ahmedabad,Books,Self-Help Book,9,601.66,0.04,Low,5277.72,35%,1862.14,59.96,Debit Card,2,TRUE,Returned,1
ORD-01717,02/02/2022,2022,Q1,February,Wednesday,CUST55628,Priya Singh,35,Young Adult,Other,North,Amritsar,Books,Fiction Novel,,1351.01,0.14,Medium,1116.21,31%,341.54,36.21,UPI,1,TRUE,Returned,2
ORD-01379,15/09/2021,2021,Q3,September,Wednesday,CUST23044,Meera Verma,48,Adult,Female,South,Bangalore,Groceries,Cooking Oil,8,378.17,0.2,Medium,2714.36,6%,171.58,53.04,Debit Card,2,FALSE,Delivered,7
ORD-03272,15/11/2023,2023,Q4,November,Wednesday,CUST57589,Meera Chatterjee,35,Young Adult,Other,West,Mumbai,Sports,Cricket Bat,10,4317.81,0.2,Medium,32059.7,25%,7938.01,65.95,Cash on Delivery,3,FALSE,Shipped,3
ORD-00989,27/03/2021,2021,Q1,March,Saturday,CUST63010,Kavya Kapoor,34,Young Adult,Male,West,Ahmedabad,Sports,Yoga Mat,6,4757.97,0.39,Very High,16398.86,28%,4630.17,69.73,Cash on Delivery,1,FALSE,Delivered,6
ORD-01118,18/05/2021,2021,Q2,May,Tuesday,CUST77399,Shreya Shah,59,Senior,Other,South,Hyderabad,Groceries,Rice (5kg),4,346.05,0.01,Low,1943.15,8%,156.61,48.59,UPI,4,FALSE,Delivered,10
ORD-02078,07/05/2022,2022,Q2,May,Saturday,CUST50258,Pooja Joshi,32,Young Adult,Other,North,Amritsar,Books,Comic Book,4,407.5,0.21,High,1683.33,39%,655.53,64,Net Banking,2,FALSE,Delivered,8
ORD-03627,26/04/2024,2024,Q2,April,Friday,CUST14544,Karan Bose,15,Child & Teen,Male,North,Chandigarh,Beauty,Face Cream,6,2053.53,0.02,Low,18060.12,42%,7506.82,54.84,Debit Card,4,TRUE,Returned,9
ORD-03599,14/04/2024,2024,Q2,April,Sunday,CUST08352,Nisha Verma,23,Young Adult,Other,Central,Indore,Furniture,Bookshelf,2,30615.34,,,88750.98,30%,26460.69,57.35,Net Banking,2,FALSE,Delivered,2
ORD-03663,05/11/2024,2024,Q4,November,Tuesday,CUST63146,Deepa Verma,22,Young Adult,Other,South,Chennai,Books,Fiction Novel,,480.68,0.37,Very High,448.54,41%,185.46,65.84,Net Banking,1,FALSE,Delivered,7
ORD-01484,28/10/2021,2021,Q4,October,Thursday,CUST77114,Arjun Bose,49,Adult,Other,North,Amritsar,Beauty,Face Cream,1,2097.9,0.1,Low,1753.48,34%,591.99,41.06,EMI,5,FALSE,delivered,4
ORD-03620,23/04/2024,2024,Q2,April,Tuesday,CUST14620,Nikhil Verma,48,Adult,Female,Central,Nagpur,Furniture,Desk,10,11308.29,0.28,High,115595.29,31%,35774.65,57.9,UPI,4,FALSE,Delivered,
ORD-03615,22/04/2024,2024,Q2,April,Monday,CUST74717,Amit Joshi,34,Young Adult,Other,Central,Raipur,Books,Fiction Novel,2,1290.19,0.11,Medium,3480.18,33%,1141.88,63.68,Debit Card,1,FALSE,Delivered,6
ORD-00189,25/03/2020,2020,Q1,March,Wednesday,CUST02132,Pooja Reddy,41,Adult,Female,North,Delhi,Groceries,Tea,1,342.62,0.31,Very High,248.22,6%,14.18,59.96,EMI,,FALSE,Delivered,6
ORD-03235,31/10/2023,2023,Q4,October,Tuesday,CUST84105,Shreya Gupta,8,Child & Teen,Female,West,Mumbai,Furniture,Wardrobe,10,28237.47,0.29,High,201146.39,20%,39521.26,54.08,Cash on Delivery,5,FALSE,Delivered,2
ORD-00285,05/06/2020,2020,Q2,June,Friday,CUST37349,Nisha Joshi,46,Adult,Male,East,Bhubaneswar,Beauty,Perfume,4,1004.49,0.29,High,3619.29,56%,2033.39,97.74,Debit Card,,TRUE,Returned,8
ORD-03763,26/06/2024,2024,Q2,June,Wednesday,CUST66505,Vikram Verma,49,Adult,Male,Central,Nagpur,Sports,Cricket Bat,3,10144.06,0.02,Low,54236.12,19%,10158.3,72.68,Debit Card,1,TRUE,Returned,1
ORD-00344,28/05/2020,2020,Q2,May,Thursday,CUST09269,Shreya Kumar,4,Child & Teen,Female,West,Pune,Groceries,Sugar,5,447.63,0.3,High,1817.68,8%,140.38,65.87,Cash on Delivery,1,FALSE,Cancelled,10
ORD-00008,01/02/2020,2020,Q1,February,Saturday,CUST27101,Shreya Kumar,45,Adult,Male,East,Patna,Books,Cook Book,2,435.28,0.32,Very High,400.93,38%,152.9,54.81,Cash on Delivery,2,FALSE,Cancelled,9
ORD-00760,12/11/2020,2020,Q4,November,Thursday,CUST23262,Priya Mishra,32,Young Adult,Female,North,Delhi,Furniture,Bookshelf,6,18877.52,0.29,High,62077.82,35%,21779.26,27.92,Debit Card,5,FALSE,Delivered,6
ORD-02062,28/06/2022,2022,Q2,June,Tuesday,CUST44853,Arjun Shah,27,Young Adult,Female,Central,Raipur,Groceries,Rice (5kg),1,197.09,0.32,Very High,204.25,10%,20.87,46.31,Debit Card,1,FALSE,Shipped,5
ORD-03834,24/07/2024,2024,Q3,July,Wednesday,CUST62488,Sanjay Bose,31,Young Adult,Other,East,Kolkata,Groceries,Sugar,5,335.32,0.33,Very High,1937.67,9%,171.12,88.98,Cash on Delivery,1,TRUE,Returned,2
ORD-02264,09/11/2022,2022,Q4,November,Wednesday,CUST27188,Aditya Das,,,Male,North,Chandigarh,Furniture,Bookshelf,2,11078.6,0.06,Low,26632.36,26%,7028.83,45.78,UPI,2,FALSE,Delivered,10
ORD-02158,08/04/2022,2022,Q2,April,Friday,CUST11487,Sanjay Singh,39,Adult,Male,South,Hyderabad,Groceries,Tea,2,287.46,0.12,Medium,696.47,7%,45.33,63.51,UPI,2,FALSE,Cancelled,4
ORD-01449,17/10/2021,2021,Q4,October,Sunday,CUST79698,Deepa Das,49,Adult,Other,Central,Raipur,Sports,Tennis Racket,4,11988.33,0.37,Very High,30419.46,12%,3508.41,63.72,UPI,2,FALSE,Delivered,5
ORD-01097,05/11/2021,2021,Q4,November,Friday,CUST63448,Rohan Chatterjee,48,Adult,Female,West,Surat,Furniture,Chair,7,30335.68,0.23,High,202427.42,23%,47519.09,63.26,Cash on Delivery,5,FALSE,Pending,6
ORD-00055,21/01/2020,2020,Q1,January,Tuesday,CUST98423,Arjun Kumar,37,Adult,Other,East,Guwahati,Groceries,Flour,2,61.44,0.12,Medium,83.9,8%,6.89,72.83,UPI,2,FALSE,Delivered,1
ORD-04044,21/10/2024,2024,Q4,October,Monday,CUST43452,Nisha Kapoor,46,Adult,Female,South,Kochi,Beauty,Sunscreen,1,882.32,0.25,High,860.81,62%,531.18,92.13,Net Banking,5,FALSE,Cancelled,4
ORD-03362,26/12/2023,2023,Q4,December,Tuesday,CUST63701,Aditya Kumar,31,Young Adult,Female,North,Amritsar,Clothing,Jeans,8,3109.43,0.34,Very High,13768.79,34%,4682.29,78.43,UPI,2,FALSE,Delivered,1
ORD-02764,11/04/2023,2023,Q2,April,Tuesday,CUST82237,Arjun Bose,36,Adult,Other,Central,Nagpur,Beauty,Sunscreen,9,1168.75,0.22,High,10719.06,31%,3312.86,24.91,Credit Card,1,FALSE,Delivered,6
ORD-01946,05/09/2022,2022,Q3,September,Monday,CUST58038,Arjun Joshi,43,Adult,Other,West,Pune,Groceries,Rice (5kg),10,378.93,0.36,Very High,3399.01,6%,209.1,60.05,Credit Card,1,FALSE,Delivered,1
ORD-03870,08/06/2024,2024,Q2,June,Saturday,CUST69875,Sanjay Mehta,43,Adult,Male,Central,Raipur,Clothing,Dress,3,1773.46,0.35,Very High,5117.18,34%,1728.27,68.9,UPI,4,FALSE,Cancelled,3
ORD-01052,20/04/2021,2021,Q2,April,Tuesday,CUST46428,Vikram Das,2,Child & Teen,Male,North,Delhi,Electronics,Camera,8,37212.54,0.08,Low,289349.91,8%,22436.74,59.69,EMI,1,FALSE,Delivered,9
ORD-03411,18/01/2024,2024,Q1,January,Thursday,CUST62485,Deepa Kapoor,29,Young Adult,Other,East,Patna,Groceries,Flour,3,472.46,0.38,Very High,844.99,9%,75.78,90.06,Credit Card,2,FALSE,Cancelled,9
ORD-02279,16/09/2022,2022,Q3,September,Friday,CUST11155,Ananya Verma,52,Adult,Female,West,Mumbai,Electronics,Laptop,6,13712.65,0.21,High,88050.54,12%,10911.94,44.8,Debit Card,2,FALSE,Delivered,5
ORD-02655,24/02/2023,2023,Q1,February,Friday,CUST25325,Amit Joshi,34,Young Adult,Male,Central,Nagpur,Books,Fiction Novel,10,890.58,0.05,Low,9308.37,37%,3442.31,77.84,UPI,1,FALSE,Delivered,4
ORD-02555,13/01/2023,2023,Q1,January,Friday,CUST46238,Nisha Singh,13,Child & Teen,Other,South,Chennai,Groceries,Cooking Oil,6,429.91,0.36,Very High,1429.71,11%,163.29,71.98,Cash on Delivery,3,FALSE,Delivered,3
ORD-02464,12/05/2022,2022,Q2,May,Thursday,CUST86293,Rahul Kapoor,28,Young Adult,Male,South,Kochi,Furniture,Bed Frame,1,21880.63,0.13,Medium,15482.78,27%,4167.88,65.81,Debit Card,5,FALSE,Delivered,7
ORD-03125,09/11/2023,2023,Q4,November,Thursday,CUST63392,Pooja Nair,49,Adult,Other,Central,Raipur,Sports,Yoga Mat,8,7594.18,0.06,Low,73152.9,20%,14737.07,75.23,Net Banking,3,FALSE,Delivered,10
ORD-02541,01/09/2023,2023,Q3,September,Friday,CUST26316,Ananya Gupta,24,Young Adult,Other,South,Chennai,Books,Textbook,2,1431.03,0.24,High,1789.46,53%,945.9,64.39,Debit Card,2,FALSE,Pending,1
ORD-02857,28/05/2023,2023,Q2,May,Sunday,CUST81300,Ananya Mishra,27,Young Adult,Other,Central,Bhopal,Electronics,Smartphone,2,16666.39,0.04,Low,45521.34,14%,6476.79,54.21,UPI,1,FALSE,Delivered,8
ORD-03704,28/05/2024,2024,Q2,May,Tuesday,CUST39978,Sunita Kapoor,6,Child & Teen,Female,Central,Raipur,Beauty,Shampoo,4,1243.93,0.34,Very High,5427.21,28%,1521.9,44.57,Debit Card,1,FALSE,delivered,6
ORD-01648,01/05/2022,2022,Q2,May,Sunday,CUST42883,Vikram Joshi,32,Young Adult,Male,North,Amritsar,Clothing,Saree,7,3381.19,0.39,Very High,11933.01,33%,3903.15,52.43,EMI,3,TRUE,Returned,4
ORD-00882,02/02/2021,2021,Q1,February,Tuesday,CUST46121,Arjun Shah,41,Adult,Female,North,Amritsar,Furniture,Bed Frame,10,21056.57,0.24,High,131205.97,24%,31712.53,53.62,Credit Card,2,TRUE,Returned,10
ORD-01780,03/01/2022,2022,Q1,January,Monday,CUST67461,Aditya Kapoor,16,Child & Teen,Male,North,Chandigarh,Sports,Dumbbells,2,13902.39,0.37,Very High,20309.9,27%,5540.98,37.83,Net Banking,3,FALSE,delivered,7
ORD-01611,21/12/2021,2021,Q4,December,Tuesday,CUST14221,Nisha Iyer,51,Adult,Other,West,Ahmedabad,Books,Textbook,10,1181.99,0.01,Low,8278.99,48%,3933.86,52.54,Debit Card,5,TRUE,Returned,10
ORD-03545,20/03/2024,2024,Q1,March,Wednesday,CUST48258,Deepa Patel,41,Adult,Female,South,Hyderabad,Groceries,Cooking Oil,7,439.78,0.11,Medium,3962.93,8%,320.83,64,UPI,1,FALSE,Pending,9
ORD-02012,06/06/2022,2022,Q2,June,Monday,CUST50838,Sunita Sharma,35,Young Adult,Male,North,Amritsar,Beauty,Hair Oil,3,151.66,0.28,High,490.46,40%,194.08,50.29,UPI,3,FALSE,Delivered,1
ORD-02849,26/05/2023,2023,Q2,May,Friday,CUST49953,Aditya Kapoor,47,Adult,Other,South,Hyderabad,Books,Comic Book,1,616.77,0.26,High,805.88,31%,253.49,67.82,Net Banking,,TRUE,Returned,5
ORD-00376,09/06/2020,2020,Q2,June,Tuesday,CUST08639,Rahul Kapoor,43,Adult,Female,West,Mumbai,Sports,Dumbbells,10,7388.77,0.35,Very High,67368.65,12%,7907.83,79.13,Credit Card,2,TRUE,Returned,2
ORD-01583,09/12/2021,2021,Q4,December,Thursday,CUST77780,Shreya Sharma,,,Other,North,Ludhiana,Furniture,Bed Frame,2,33979.17,0.09,Low,49388.95,38%,18574.16,35.89,Credit Card,4,TRUE,Returned,4
ORD-01802,03/08/2022,2022,Q3,August,Wednesday,CUST29312,Arjun Verma,35,Young Adult,Other,East,Kolkata,Beauty,Hair Oil,1,2317.49,0.12,Medium,2469.09,53%,1307.37,92.14,Credit Card,4,FALSE,Delivered,4
ORD-04040,19/10/2024,2024,Q4,October,Saturday,CUST65904,Aditya Reddy,24,Young Adult,Female,Central,Raipur,Beauty,Face Cream,1,1189.68,0.38,Very High,883.05,54%,476.12,61.72,UPI,3,FALSE,Delivered,7
ORD-01337,24/08/2021,2021,Q3,August,Tuesday,CUST96224,Pooja Bhat,42,Adult,Male,East,Guwahati,Beauty,Shampoo,6,1830.42,0.38,Very High,8090.67,48%,3889.27,89.06,EMI,5,FALSE,Pending,7
ORD-02032,14/06/2022,2022,Q2,June,Tuesday,CUST87100,Priya Das,31,Young Adult,Female,North,Chandigarh,Sports,Dumbbells,1,9438.79,0.06,Low,12679.99,23%,2911.92,48.64,Net Banking,3,FALSE,Delivered,8
ORD-01663,01/12/2022,2022,Q4,December,Thursday,CUST47721,Karan Mishra,47,Adult,Male,North,Delhi,Beauty,Face Cream,7,183.5,0.06,Low,941.96,35%,329.15,81.3,Cash on Delivery,5,FALSE,Delivered,7
ORD-04032,16/10/2024,2024,Q4,October,Wednesday,CUST20384,Shreya Das,34,Young Adult,Male,West,Mumbai,Beauty,Hair Oil,8,1325.92,0.36,Very High,7101.14,52%,3668.15,75.44,Credit Card,2,FALSE,Delivered,10
ORD-03391,01/06/2024,2024,Q2,June,Saturday,CUST82012,Amit Chatterjee,12,Child & Teen,Male,Central,Indore,Furniture,Sofa,1,17054.15,0.05,Low,19278.17,30%,5809.8,62.17,Cash on Delivery,3,FALSE,delivered,2
ORD-00065,24/01/2020,2020,Q1,January,Friday,CUST46511,Aditya Mehta,38,Adult,Male,Central,Bhopal,Sports,Tennis Racket,7,11809.1,0.37,Very High,39451.25,22%,8489.59,52.58,UPI,1,TRUE,Returned,5
ORD-01211,30/06/2021,2021,Q2,June,Wednesday,CUST89209,Nisha Patel,55,Adult,Female,West,Mumbai,Groceries,Dal (1kg),1,92.07,0.24,High,92.74,6%,5.66,66.61,UPI,4,TRUE,Returned,4
ORD-04028,14/10/2024,2024,Q4,October,Monday,CUST55623,Nikhil Mehta,72,Senior,Male,Central,Indore,Books,Biography,8,953.45,0.12,Medium,6937.28,45%,3146.46,74.99,EMI,1,FALSE,Delivered,9
ORD-03168,10/03/2023,2023,Q1,March,Friday,CUST99426,Sunita Shah,39,Adult,Female,East,Patna,Furniture,Chair,3,22116.52,0.14,Medium,56634.24,27%,15322.58,80.03,EMI,2,TRUE,Returned,6
ORD-02377,25/10/2022,2022,Q4,October,Tuesday,CUST98234,Priya Das,37,Adult,Female,East,Kolkata,Books,Biography,3,641.95,0.29,High,1563.94,33%,516.36,78.51,UPI,1,FALSE,Delivered,8
ORD-00848,21/01/2021,2021,Q1,January,Thursday,CUST63825,Aarav Bose,42,Adult,Female,Central,Nagpur,Electronics,Camera,7,73688.74,0.36,Very High,260206.81,6%,15758.03,63.44,Net Banking,,FALSE,Delivered,7
ORD-02428,15/11/2022,2022,Q4,November,Tuesday,CUST87410,Rahul Bose,14,Child & Teen,Other,South,Kochi,Groceries,Rice (5kg),10,90.88,0.15,Medium,727.71,9%,64.16,43,Net Banking,2,FALSE,Delivered,3
ORD-03977,09/11/2024,2024,Q4,November,Saturday,CUST09103,Nisha Kapoor,3,Child & Teen,Other,West,Ahmedabad,Clothing,Saree,5,1833.43,0.25,High,9194.56,30%,2732.97,67.54,EMI,2,TRUE,Returned,2
ORD-03020,31/07/2023,2023,Q3,July,Monday,CUST84225,Ananya Gupta,49,Adult,Male,North,Ludhiana,Furniture,Wardrobe,4,33460.25,0.13,Medium,195087.5,32%,63064.44,40.01,UPI,5,FALSE,Delivered,5
ORD-01487,30/10/2021,2021,Q4,October,Saturday,CUST74622,Priya Sharma,3,Child & Teen,Other,Central,Bhopal,Sports,Dumbbells,1,9205.69,0.13,Medium,7849.73,24%,1902.62,71.07,Debit Card,1,FALSE,Delivered,5
ORD-00683,11/06/2020,2020,Q2,June,Thursday,CUST71427,Ritu Das,21,Young Adult,Male,Central,Nagpur,Groceries,Rice (5kg),8,483.25,0.06,Low,2795.81,7%,207.65,28.67,UPI,3,FALSE,Delivered,2
ORD-00553,09/02/2020,2020,Q1,February,Sunday,CUST75347,Nisha Singh,15,Child & Teen,Other,North,Ludhiana,Groceries,Dal (1kg),3,101.86,0.13,Medium,278.9,9%,25.03,47.2,Net Banking,5,FALSE,Delivered,7
ORD-00139,24/02/2020,2020,Q1,February,Monday,CUST35429,Ritu Nair,43,Adult,Female,South,Chennai,Books,Comic Book,,1179.07,0.24,High,807.42,56%,455.49,77.92,Cash on Delivery,1,FALSE,Cancelled,3
ORD-01462,22/10/2021,2021,Q4,October,Friday,CUST48119,Arjun Kumar,25,Young Adult,Other,West,Mumbai,Sports,Yoga Mat,4,9927.75,0.01,Low,30133.8,27%,8083.5,86.33,Cash on Delivery,1,FALSE,Delivered,5
ORD-02406,11/06/2022,2022,Q2,June,Saturday,CUST28811,Sunita Joshi,14,Child & Teen,Other,South,Hyderabad,Books,Comic Book,6,1290.45,0.14,Medium,6054.97,33%,2015.44,72.18,Debit Card,,FALSE,Delivered,7
ORD-00484,08/01/2020,2020,Q1,January,Wednesday,CUST47442,Sunita Shah,47,Adult,Female,South,Hyderabad,Books,Fiction Novel,1,658.73,0.32,Very High,486.04,46%,224.09,56.27,Net Banking,1,FALSE,Cancelled,10
ORD-03279,17/11/2023,2023,Q4,November,Friday,CUST55124,Arjun Nair,35,Young Adult,Female,South,Hyderabad,Beauty,Hair Oil,5,2164.5,0.36,Very High,6849.69,45%,3108.13,89.26,EMI,1,FALSE,Delivered,5
ORD-00236,13/04/2020,2020,Q2,April,Monday,CUST00024,Rohan Bhat,35,Young Adult,Other,North,Amritsar,Books,Self-Help Book,5,966.73,0.32,Very High,4041.53,36%,1436.4,27.61,EMI,5,FALSE,Shipped,4
ORD-02214,25/08/2022,2022,Q3,August,Thursday,CUST69266,Meera Iyer,42,Adult,Female,South,Kochi,Sports,Yoga Mat,3,11700.18,0.34,Very High,31335.42,23%,7211.28,61.57,Cash on Delivery,2,FALSE,Delivered,4
ORD-01812,03/12/2022,2022,Q4,December,Saturday,CUST87331,Priya Iyer,37,Adult,Other,South,Hyderabad,Clothing,Saree,2,3062.06,0,No Discount,6405.51,30%,1929.46,60.97,Credit Card,4,FALSE,Delivered,6
ORD-02835,18/05/2023,2023,Q2,May,Thursday,CUST93185,Sunita Verma,46,Adult,Male,North,Ludhiana,Books,Biography,2,922.52,0.02,Low,2948.11,38%,1106.75,61.06,Debit Card,3,FALSE,Delivered,9
ORD-02005,03/06/2022,2022,Q2,June,Friday,CUST62519,Priya Joshi,46,Adult,Female,South,Bangalore,Beauty,Sunscreen,10,1635.87,0.21,High,18889.25,50%,9364.27,65.41,Cash on Delivery,4,FALSE,Delivered,4
ORD-03293,24/11/2023,2023,Q4,November,Friday,CUST17652,Arjun Rao,4,Child & Teen,Male,East,Guwahati,Beauty,Face Cream,7,586.63,0.04,Low,3416.93,35%,1208.13,90.59,Net Banking,2,FALSE,Pending,8
ORD-03717,06/09/2024,2024,Q3,September,Friday,CUST54594,Ritu Verma,37,Adult,Male,South,Hyderabad,Sports,Football,4,969.54,0.1,Low,6002.74,8%,476.57,59.53,Net Banking,4,FALSE,Delivered,5
ORD-02395,11/01/2022,2022,Q1,January,Tuesday,CUST38435,Aarav Das,34,Young Adult,Other,West,Mumbai,Electronics,Smartphone,5,17051.01,0.02,Low,72489.63,17%,12014.35,60.41,Debit Card,4,FALSE,Delivered,3
ORD-03610,20/04/2024,2024,Q2,April,Saturday,CUST71966,Deepa Kumar,31,Young Adult,Female,West,Pune,Beauty,Perfume,8,1737.06,0.05,Low,21586.69,43%,9320.24,48.1,EMI,4,FALSE,Delivered,9
ORD-02433,19/11/2022,2022,Q4,November,Saturday,CUST52680,Ritu Shah,4,Child & Teen,Female,North,Delhi,Sports,Cycle,9,10073.67,0.2,Medium,59652.6,30%,18108.91,53.9,EMI,4,FALSE,Cancelled,2
ORD-02752,04/06/2023,2023,Q2,June,Sunday,CUST77977,Priya Verma,39,Adult,Other,North,Chandigarh,Furniture,Desk,4,20972.36,0.23,High,101498.2,40%,40455.26,43.34,UPI,1,FALSE,Delivered,4
ORD-01125,23/05/2021,2021,Q2,May,Sunday,CUST04001,Ananya Das,41,Adult,Male,Central,Bhopal,Sports,Football,8,1689.13,0.12,Medium,17306.12,22%,3872.78,78.96,Net Banking,3,FALSE,Shipped,2
ORD-02639,16/02/2023,2023,Q1,February,Thursday,CUST43114,Deepa Sharma,37,Adult,Male,South,Kochi,Furniture,Bookshelf,5,26873.8,0.3,High,107825.45,31%,33382.41,80.54,Net Banking,2,FALSE,Cancelled,9
ORD-03791,07/06/2024,2024,Q2,June,Friday,CUST64574,Sanjay Pillai,26,Young Adult,Female,Central,Bhopal,Electronics,Smartphone,8,70977.79,,,912510.56,13%,120414.48,61.68,Cash on Delivery,,FALSE,Delivered,1
ORD-00945,03/03/2021,2021,Q1,March,Wednesday,CUST29179,Karan Verma,14,Child & Teen,Other,West,Surat,Sports,Yoga Mat,4,7733.68,0.34,Very High,22832.43,16%,3661.66,56.01,Credit Card,2,FALSE,Delivered,6
ORD-01357,09/03/2021,2021,Q1,March,Tuesday,CUST15011,Rahul Shah,21,Young Adult,Other,West,Mumbai,Books,Fiction Novel,7,712.53,0.07,Low,5107.75,35%,1803.51,57.42,Credit Card,1,TRUE,Returned,10
ORD-02224,28/08/2022,2022,Q3,August,Sunday,CUST30540,Priya Bhat,25,Young Adult,Female,West,Ahmedabad,Sports,Cycle,7,8703.41,0.09,Low,68163.65,21%,14340.35,62,Debit Card,2,FALSE,Delivered,1
ORD-01631,27/12/2021,2021,Q4,December,Monday,CUST37296,Meera Chatterjee,49,Adult,Male,North,Chandigarh,Furniture,Bookshelf,4,7533.42,0.13,Medium,23033.05,32%,7287.96,68.3,Credit Card,5,FALSE,Delivered,6
ORD-03689,22/05/2024,2024,Q2,May,Wednesday,CUST89381,Vikram Bose,31,Young Adult,Female,South,Hyderabad,Furniture,Chair,7,13446.15,0.03,Low,147194.67,23%,34353.53,72.19,Debit Card,,FALSE,Delivered,8
ORD-02484,13/12/2022,2022,Q4,December,Tuesday,CUST16309,Rohan Verma,2,Child & Teen,Other,Central,Raipur,Clothing,Saree,4,630.74,0.04,Low,1712.76,36%,616.52,29.52,Debit Card,2,FALSE,Delivered,9
ORD-00823,01/12/2021,2021,Q4,December,Wednesday,CUST48473,Sunita Joshi,48,Adult,Male,West,Pune,Beauty,Sunscreen,1,1901.42,0.3,High,1024,47%,482.79,37.7,EMI,5,FALSE,Delivered,7
ORD-00557,09/04/2020,2020,Q2,April,Thursday,CUST03973,Rahul Iyer,,,Male,East,Bhubaneswar,Books,Self-Help Book,6,821.78,0.16,Medium,3457.92,60%,2079.93,89.15,Credit Card,4,FALSE,Cancelled,7
ORD-01283,08/01/2021,2021,Q1,January,Friday,CUST68514,Sanjay Mishra,8,Child & Teen,Male,North,Ludhiana,Beauty,Hair Oil,10,1896.08,0.01,Low,22009.55,39%,8645.2,60.54,Net Banking,2,FALSE,Delivered,10
ORD-00375,06/09/2020,2020,Q3,September,Sunday,CUST69130,Nikhil Singh,4,Child & Teen,Other,South,Kochi,Furniture,Bed Frame,3,32005.1,0.14,Medium,111222.15,36%,40250.51,26.04,Net Banking,5,FALSE,Delivered,1
ORD-04096,13/11/2024,2024,Q4,November,Wednesday,CUST25252,Nikhil Rao,25,Young Adult,Other,East,Kolkata,Beauty,Hair Oil,,2272.1,0.15,Medium,1972.43,47%,936.13,54.4,Cash on Delivery,2,FALSE,Delivered,
ORD-04142,12/04/2024,2024,Q2,April,Friday,CUST18673,Sanjay Joshi,19,Young Adult,Other,North,Ludhiana,Beauty,Face Cream,9,1593.35,0.06,Low,10203.46,40%,4094.58,42.17,Credit Card,3,FALSE,Delivered,2
ORD-02851,26/05/2023,2023,Q2,May,Friday,CUST69918,Aditya Verma,39,Adult,Female,Central,Bhopal,Beauty,Sunscreen,1,2345.65,0.07,Low,3844.13,56%,2141.87,54.42,Net Banking,2,TRUE,Returned,3
ORD-03449,02/04/2024,2024,Q2,April,Tuesday,CUST23951,Karan Kapoor,4,Child & Teen,Female,Central,Raipur,Furniture,Desk,1,12690.08,0.16,Medium,13573.95,25%,3348.35,78.84,Net Banking,4,FALSE,Delivered,2
ORD-00083,02/01/2020,2020,Q1,January,Thursday,CUST84754,Meera Shah,45,Adult,Other,Central,Nagpur,Clothing,Jeans,8,1746.58,0.14,Medium,9981.19,37%,3692.11,25.32,Debit Card,3,FALSE,Shipped,3
ORD-03262,11/09/2023,2023,Q3,September,Monday,CUST82303,Arjun Patel,18,Young Adult,Male,Central,Bhopal,Sports,Cycle,4,7196.49,0.2,Medium,23291.68,20%,4701.83,62.08,Net Banking,1,TRUE,Returned,10
ORD-01086,05/06/2021,2021,Q2,June,Saturday,CUST14839,Aarav Mishra,27,Young Adult,Other,West,Ahmedabad,Sports,Yoga Mat,9,748.26,,,10901.11,31%,3339.14,48.2,Cash on Delivery,3,FALSE,Shipped,3
ORD-00438,07/12/2020,2020,Q4,December,Monday,CUST95274,Priya Shah,26,Young Adult,Female,Central,Nagpur,Groceries,Tea,9,367.82,0.37,Very High,2214.56,9%,189.16,74.74,Debit Card,3,FALSE,Delivered,9
ORD-02601,02/04/2023,2023,Q2,April,Sunday,CUST02447,Sunita Singh,48,Adult,Other,East,Guwahati,Electronics,Smartwatch,6,27584.29,0.04,Low,154093.5,12%,18519.24,82.16,Cash on Delivery,,TRUE,Returned,1
ORD-03577,04/03/2024,2024,Q1,March,Monday,CUST58950,Kavya Mishra,57,Senior,Male,South,Chennai,Clothing,Dress,5,1559.69,,,10091.36,31%,3080.02,61.62,UPI,3,FALSE,Delivered,3
ORD-02854,28/05/2023,2023,Q2,May,Sunday,CUST77130,Vikram Chatterjee,32,Young Adult,Male,Central,Bhopal,Sports,Dumbbells,,2734.25,0.28,High,2776.37,23%,628.32,40.14,Credit Card,2,FALSE,Delivered,5
